year_mon_day,hour,wind_dir_avg_10,wind_speed_h_avg,wind_speed_avg_10,air_pressure,humidity,full_datetime,capacity,volume,percentage,emission,emissionfactor,correct_days
20170101,17,214.16741088833376,80.0,80.0,10154.75,95.0,2017-01-01-17,476001,476001,0.5526530146598816,0,0,2017-01-01-17
20170101,18,226.13540173208133,77.14285714285714,77.85714285714286,10160.5,94.0,2017-01-01-18,284000,284000,0.3297339975833893,0,0,2017-01-01-18
20170101,19,263.2758687808842,65.0,58.57142857142857,10166.25,92.85714285714286,2017-01-01-19,281750,281750,0.3271220028400421,0,0,2017-01-01-19
20170101,20,247.6625480376717,54.285714285714285,47.85714285714285,10172.0,92.42857142857144,2017-01-01-20,442250,442250,0.5134680271148682,0,0,2017-01-01-20
20170101,21,283.6232699496537,42.85714285714285,40.0,10178.75,89.71428571428571,2017-01-01-21,473501,473501,0.5497499704360962,0,0,2017-01-01-21
20170101,22,292.5713169093148,37.85714285714285,36.42857142857143,10183.5,88.42857142857143,2017-01-01-22,515251,515251,0.5982239842414856,0,0,2017-01-01-22
20170101,23,305.32502303548307,40.0,41.42857142857143,10187.5,87.85714285714286,2017-01-01-23,654000,654000,0.7593169808387756,0,0,2017-01-01-23
20170101,24,336.3253155810638,45.71428571428572,45.0,10191.0,84.14285714285714,2017-01-01-24,729500,729500,0.8469759821891785,0,0,2017-01-01-24
20170102,1,332.8500932293609,52.85714285714285,57.85714285714285,10194.75,79.28571428571429,2017-01-02-01,785750,785750,0.912284016609192,0,0,2017-01-02-01
20170102,2,337.46415609579793,64.28571428571429,63.57142857142857,10201.5,71.85714285714286,2017-01-02-02,770750,770750,0.894868016242981,0,0,2017-01-02-02
20170102,3,353.79060363164416,62.85714285714285,68.57142857142857,10205.0,70.28571428571429,2017-01-02-03,879500,879500,1.0211310386657717,0,0,2017-01-02-03
20170102,4,355.21991920251094,70.0,70.71428571428571,10206.25,66.85714285714286,2017-01-02-04,860751,860751,0.999360978603363,0,0,2017-01-02-04
20170102,5,354.46124945445047,77.14285714285714,78.57142857142857,10208.25,66.42857142857143,2017-01-02-05,846499,846499,0.982816994190216,0,0,2017-01-02-05
20170102,6,353.4006790526079,79.28571428571429,78.57142857142857,10211.75,68.57142857142857,2017-01-02-06,853750,853750,0.991234004497528,0,0,2017-01-02-06
20170102,7,352.7595954460522,84.28571428571429,86.42857142857143,10217.75,65.14285714285714,2017-01-02-07,860251,860251,0.9987810254096984,0,0,2017-01-02-07
20170102,8,357.57605813668954,85.0,80.71428571428571,10223.75,70.71428571428571,2017-01-02-08,872750,872750,1.013293981552124,0,0,2017-01-02-08
20170102,9,351.9221682341577,78.57142857142857,80.71428571428571,10228.5,74.28571428571429,2017-01-02-09,761001,761001,0.8835480213165283,0,0,2017-01-02-09
20170102,10,352.29773265207695,72.14285714285714,72.85714285714286,10232.0,68.85714285714286,2017-01-02-10,765501,765501,0.8887730240821838,0,0,2017-01-02-10
20170102,11,346.44295083330644,74.28571428571429,77.14285714285714,10235.5,69.85714285714286,2017-01-02-11,766250,766250,0.8896440267562866,0,0,2017-01-02-11
20170102,12,341.4271828063716,77.14285714285714,74.28571428571429,10235.75,71.42857142857143,2017-01-02-12,769749,769749,0.8937069773674011,0,0,2017-01-02-12
20170102,13,337.1397139999643,75.71428571428571,76.42857142857143,10236.5,72.42857142857143,2017-01-02-13,706250,706250,0.8199809789657593,0,0,2017-01-02-13
20170102,14,333.54070654538225,70.71428571428571,65.0,10236.0,76.28571428571429,2017-01-02-14,655500,655500,0.7610589861869812,0,0,2017-01-02-14
20170102,15,322.8559684194123,65.71428571428571,73.57142857142857,10235.75,75.57142857142857,2017-01-02-15,566001,566001,0.6571459770202637,0,0,2017-01-02-15
20170102,16,321.13337161044404,75.0,71.42857142857143,10238.75,78.0,2017-01-02-16,772250,772250,0.8966100215911865,0,0,2017-01-02-16
20170102,17,309.7499489492323,72.14285714285714,75.71428571428571,10240.0,78.85714285714286,2017-01-02-17,835500,835500,0.97004497051239,0,0,2017-01-02-17
20170102,18,315.188370114092,77.14285714285714,76.42857142857143,10242.0,78.57142857142857,2017-01-02-18,699250,699250,0.8118540048599243,0,0,2017-01-02-18
20170102,19,311.62635900111405,75.0,70.71428571428571,10242.75,78.85714285714286,2017-01-02-19,677249,677249,0.7863109707832336,0,0,2017-01-02-19
20170102,20,302.80803565399714,70.71428571428571,70.0,10243.75,80.42857142857143,2017-01-02-20,723500,723500,0.8400089740753174,0,0,2017-01-02-20
20170102,21,301.68654337331805,69.28571428571429,69.28571428571429,10243.25,80.57142857142857,2017-01-02-21,709500,709500,0.8237550258636475,0,0,2017-01-02-21
20170102,22,298.6046230887716,68.57142857142857,69.28571428571429,10242.75,81.28571428571429,2017-01-02-22,692751,692751,0.8043069839477539,0,0,2017-01-02-22
20170102,23,288.27147258608414,65.0,68.57142857142857,10241.5,81.28571428571429,2017-01-02-23,689250,689250,0.8002439737319946,0,0,2017-01-02-23
20170102,24,284.4283529140295,68.57142857142857,70.71428571428571,10238.25,83.42857142857143,2017-01-02-24,664001,664001,0.7709280252456665,0,0,2017-01-02-24
20170103,1,288.05598644912806,72.14285714285714,69.28571428571429,10237.25,83.28571428571429,2017-01-03-01,698251,698251,0.8106930255889893,0,0,2017-01-03-01
20170103,2,292.87456297583736,72.14285714285714,74.28571428571429,10239.0,81.57142857142857,2017-01-03-02,706000,706000,0.819691002368927,0,0,2017-01-03-02
20170103,3,288.61328124429417,71.42857142857143,72.85714285714286,10238.5,80.28571428571429,2017-01-03-03,724751,724751,0.8414610028266907,0,0,2017-01-03-03
20170103,4,281.44603948098256,71.42857142857143,72.85714285714286,10234.75,81.71428571428571,2017-01-03-04,760500,760500,0.882968008518219,0,0,2017-01-03-04
20170103,5,272.8621067356753,72.14285714285714,72.85714285714286,10228.0,81.28571428571429,2017-01-03-05,826001,826001,0.9590150117874146,0,0,2017-01-03-05
20170103,6,268.61376599941184,76.42857142857143,80.0,10226.25,83.28571428571429,2017-01-03-06,850750,850750,0.987751007080078,0,0,2017-01-03-06
20170103,7,269.28549524199764,82.14285714285714,83.57142857142857,10224.25,84.57142857142857,2017-01-03-07,858501,858501,0.996748983860016,0,0,2017-01-03-07
20170103,8,266.0512885008444,87.14285714285714,87.85714285714286,10223.75,83.28571428571429,2017-01-03-08,860250,860250,0.9987810254096984,0,0,2017-01-03-08
20170103,9,264.35641174834973,88.57142857142857,92.85714285714286,10221.75,82.42857142857143,2017-01-03-09,846000,846000,0.9822360277175904,0,0,2017-01-03-09
20170103,10,264.29960830426023,95.0,95.71428571428572,10217.5,80.57142857142857,2017-01-03-10,880250,880250,1.0220019817352295,0,0,2017-01-03-10
20170103,11,262.8838808304073,96.42857142857144,96.42857142857144,10209.25,78.71428571428571,2017-01-03-11,872500,872500,1.013003945350647,0,0,2017-01-03-11
20170103,12,264.31208711968674,103.57142857142856,102.85714285714286,10202.25,80.57142857142857,2017-01-03-12,874998,874998,1.0159059762954712,0,0,2017-01-03-12
20170103,13,266.44591989241974,104.28571428571428,104.28571428571428,10196.5,82.57142857142857,2017-01-03-13,879000,879000,1.020550012588501,0,0,2017-01-03-13
20170103,14,263.5758722285095,102.85714285714286,106.42857142857144,10190.25,84.85714285714286,2017-01-03-14,882750,882750,1.0249040126800537,0,0,2017-01-03-14
20170103,15,264.31208711968674,108.57142857142856,108.57142857142856,10186.75,86.57142857142857,2017-01-03-15,888000,888000,1.031000018119812,0,0,2017-01-03-15
20170103,16,267.1566599546897,107.14285714285714,107.85714285714286,10182.0,87.0,2017-01-03-16,893499,893499,1.0373849868774414,0,0,2017-01-03-16
20170103,17,270.0217815641413,107.85714285714286,108.57142857142856,10176.25,87.85714285714286,2017-01-03-17,895251,895251,1.039417028427124,0,0,2017-01-03-17
20170103,18,271.45838900620254,107.14285714285714,108.57142857142856,10171.25,87.57142857142857,2017-01-03-18,894250,894250,1.038256049156189,0,0,2017-01-03-18
20170103,19,272.1784820217157,106.42857142857144,109.28571428571428,10167.5,87.57142857142857,2017-01-03-19,895249,895249,1.039417028427124,0,0,2017-01-03-19
20170103,20,272.14262604983526,108.57142857142856,110.0,10162.25,87.0,2017-01-03-20,895002,895002,1.039126992225647,0,0,2017-01-03-20
